ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
217616_at	2.88e-01	7.44e-02	1.8042258	-5.00137	0.35151936		
212655_at	2.88e-01	7.45e-02	-1.8040463	-5.00168	-0.34903609	ZCCHC14	zinc finger CCHC-type containing 14
207332_s_at	2.88e-01	7.45e-02	-1.8036885	-5.0023	-0.35298295	TFRC	transferrin receptor
202144_s_at	2.88e-01	7.46e-02	-1.8034737	-5.00267	-0.28260619	ADSL	adenylosuccinate lyase
207230_at	2.88e-01	7.46e-02	1.8033169	-5.00294	0.34813103	CDON	cell adhesion associated, oncogene regulated
204343_at	2.88e-01	7.46e-02	-1.8032664	-5.00303	-0.44478962	ABCA3	ATP binding cassette subfamily A member 3
222134_at	2.88e-01	7.46e-02	-1.8031152	-5.00329	-0.24782615	DDO	D-aspartate oxidase
209670_at	2.88e-01	7.47e-02	-1.8029242	-5.00362	-0.34157764	TRAC	T-cell receptor alpha constant
217739_s_at	2.89e-01	7.47e-02	1.802421	-5.00449	0.26055822	NAMPT	nicotinamide phosphoribosyltransferase
222291_at	2.89e-01	7.47e-02	1.8023888	-5.00454	0.25904167	FAM149A	family with sequence similarity 149 member A
218751_s_at	2.89e-01	7.47e-02	1.8023254	-5.00465	0.42450319	FBXW7	F-box and WD repeat domain containing 7
212546_s_at	2.89e-01	7.48e-02	1.8022976	-5.0047	0.30473484	FRYL	FRY like transcription coactivator
220190_s_at	2.89e-01	7.48e-02	-1.8021633	-5.00493	-0.54121759	STON1-GTF2A1L///GTF2A1L	STON1-GTF2A1L readthrough///general transcription factor IIA subunit 1 like
201957_at	2.89e-01	7.48e-02	1.80197	-5.00527	0.29563428	PPP1R12B	protein phosphatase 1 regulatory subunit 12B
208185_x_at	2.89e-01	7.49e-02	-1.8013289	-5.00637	-0.3103821		
205983_at	2.89e-01	7.49e-02	-1.8013219	-5.00639	-0.23478147	DPEP1	dipeptidase 1 (renal)
203714_s_at	2.89e-01	7.49e-02	-1.8012846	-5.00645	-0.24504098	TBCE	tubulin folding cofactor E
217635_s_at	2.89e-01	7.50e-02	1.8010353	-5.00688	0.27984537	POLG	DNA polymerase gamma, catalytic subunit
215320_at	2.89e-01	7.50e-02	1.8007259	-5.00741	0.32852579	SPATA31C2	SPATA31 subfamily C member 2
210312_s_at	2.89e-01	7.50e-02	-1.8006031	-5.00763	-0.41116844	IFT20	intraflagellar transport 20
214443_at	2.89e-01	7.50e-02	1.8004873	-5.00782	0.33930538	PVR	poliovirus receptor
219403_s_at	2.89e-01	7.51e-02	1.800091	-5.00851	0.18524304	HPSE	heparanase
209658_at	2.89e-01	7.51e-02	1.7999797	-5.0087	0.18688107	CDC16	cell division cycle 16
205082_s_at	2.90e-01	7.51e-02	1.7998089	-5.00899	0.30047189	AOX1	aldehyde oxidase 1
215110_at	2.90e-01	7.52e-02	1.7994249	-5.00966	0.25663846	BMS1P21///MBL1P	BMS1, ribosome biogenesis factor pseudogene 21///mannose binding lectin 1, pseudogene
40562_at	2.90e-01	7.52e-02	1.7993664	-5.00976	0.19602023	GNA11	G protein subunit alpha 11
216446_at	2.90e-01	7.53e-02	1.7990976	-5.01022	0.38833566		
216534_at	2.90e-01	7.53e-02	1.7987667	-5.01079	0.33120208		
213047_x_at	2.90e-01	7.53e-02	-1.7985506	-5.01116	-0.24122427	SETSIP///SET	SET-like protein///SET nuclear proto-oncogene
207816_at	2.90e-01	7.54e-02	1.7982858	-5.01162	0.20813858	LALBA	lactalbumin alpha
217647_at	2.91e-01	7.55e-02	1.7975581	-5.01287	0.33239029	DHODH	dihydroorotate dehydrogenase (quinone)
202387_at	2.91e-01	7.55e-02	1.7973889	-5.01316	0.40010434	BAG1	BCL2 associated athanogene 1
207736_s_at	2.91e-01	7.55e-02	1.7973361	-5.01325	0.32999444	TNP2	transition protein 2
218269_at	2.91e-01	7.56e-02	-1.7972379	-5.01342	-0.19969189	DROSHA	drosha ribonuclease III
201723_s_at	2.91e-01	7.56e-02	-1.797002	-5.01383	-0.2112226	GALNT1	polypeptide N-acetylgalactosaminyltransferase 1
213428_s_at	2.91e-01	7.56e-02	1.7969957	-5.01384	0.24821635	COL6A1	collagen type VI alpha 1 chain
207272_at	2.91e-01	7.56e-02	1.7967291	-5.0143	0.41979115	ZNF80	zinc finger protein 80
220028_at	2.91e-01	7.57e-02	1.7966466	-5.01444	0.26699152	ACVR2B	activin A receptor type 2B
AFFX-r2-Ec-bioB-5_at	2.91e-01	7.57e-02	1.7965376	-5.01463	0.23283649		
209940_at	2.91e-01	7.57e-02	1.7964233	-5.01483	0.22396077	PARP3	poly(ADP-ribose) polymerase family member 3
205260_s_at	2.91e-01	7.57e-02	-1.7963578	-5.01494	-0.47664206	ACYP1	acylphosphatase 1
51774_s_at	2.91e-01	7.57e-02	1.7962452	-5.01513	0.1911786	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)
220986_s_at	2.91e-01	7.57e-02	1.7960751	-5.01543	0.33501809	TIGD6	tigger transposable element derived 6
202843_at	2.91e-01	7.58e-02	-1.7960158	-5.01553	-0.5584627	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9
212385_at	2.91e-01	7.58e-02	1.7958215	-5.01586	0.26536645	TCF4	transcription factor 4
204354_at	2.91e-01	7.58e-02	-1.7957923	-5.01591	-0.26553784	POT1	protection of telomeres 1
204272_at	2.91e-01	7.58e-02	1.7955783	-5.01628	0.27896846	LGALS4	galectin 4
200656_s_at	2.91e-01	7.58e-02	-1.7955757	-5.01628	-0.43328412	P4HB	prolyl 4-hydroxylase subunit beta
203020_at	2.91e-01	7.59e-02	-1.7953121	-5.01674	-0.22700443	RABGAP1L	RAB GTPase activating protein 1 like
219636_s_at	2.91e-01	7.59e-02	-1.7951564	-5.01701	-0.33393002	ARMC9	armadillo repeat containing 9
205613_at	2.91e-01	7.59e-02	-1.7950812	-5.01713	-0.21662904	SYT17	synaptotagmin 17
222008_at	2.91e-01	7.60e-02	1.7947647	-5.01768	0.21155534	COL9A1	collagen type IX alpha 1 chain
207994_s_at	2.91e-01	7.60e-02	1.7946895	-5.01781	0.2930069	OPRM1	opioid receptor mu 1
209747_at	2.91e-01	7.60e-02	1.794645	-5.01789	0.25227746	TGFB3	transforming growth factor beta 3
205960_at	2.91e-01	7.60e-02	1.7942394	-5.01858	0.25577104	PDK4	pyruvate dehydrogenase kinase 4
216791_at	2.91e-01	7.61e-02	1.793972	-5.01904	0.20573314		
212416_at	2.91e-01	7.61e-02	-1.7939273	-5.01912	-0.20267311	SCAMP1	secretory carrier membrane protein 1
AFFX-HUMGAPDH/M33197_M_at	2.91e-01	7.61e-02	-1.793924	-5.01912	-0.462868	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
207206_s_at	2.91e-01	7.61e-02	1.7938983	-5.01917	0.25028982	ALOX12	arachidonate 12-lipoxygenase, 12S type
43511_s_at	2.91e-01	7.61e-02	1.7938203	-5.0193	0.22143751	ARRB1	arrestin beta 1
215031_x_at	2.91e-01	7.61e-02	1.793804	-5.01933	0.40244518	RNF126	ring finger protein 126
210538_s_at	2.91e-01	7.62e-02	-1.793394	-5.02004	-0.27042979	BIRC3	baculoviral IAP repeat containing 3
206102_at	2.91e-01	7.62e-02	-1.7933796	-5.02006	-0.39207012	GINS1	GINS complex subunit 1
209420_s_at	2.91e-01	7.62e-02	1.7933169	-5.02017	0.21176517	SMPD1	sphingomyelin phosphodiesterase 1
206001_at	2.92e-01	7.62e-02	1.7931332	-5.02048	0.37662367	NPY	neuropeptide Y
206710_s_at	2.92e-01	7.62e-02	1.793077	-5.02058	0.387663	EPB41L3	erythrocyte membrane protein band 4.1 like 3
217778_at	2.92e-01	7.63e-02	-1.7925315	-5.02152	-0.39629179	SLC39A1	solute carrier family 39 member 1
209213_at	2.92e-01	7.64e-02	1.7922773	-5.02195	0.35725558	CBR1	carbonyl reductase 1
208837_at	2.92e-01	7.64e-02	-1.7922431	-5.02201	-0.22797085	TMED3	transmembrane p24 trafficking protein 3
205750_at	2.92e-01	7.64e-02	1.7919031	-5.0226	0.24858841	BPHL	biphenyl hydrolase like
219181_at	2.92e-01	7.65e-02	1.7916625	-5.02301	0.27172379	LIPG	lipase G, endothelial type
202635_s_at	2.92e-01	7.65e-02	-1.7915188	-5.02326	-0.40669876	POLR2K	RNA polymerase II subunit K
211326_x_at	2.92e-01	7.65e-02	1.791508	-5.02327	0.20354957	HFE	hemochromatosis
209629_s_at	2.92e-01	7.65e-02	1.7915068	-5.02328	0.22568928	NXT2	nuclear transport factor 2 like export factor 2
211817_s_at	2.92e-01	7.65e-02	1.7911777	-5.02384	0.23560005	KCNJ5	potassium voltage-gated channel subfamily J member 5
202327_s_at	2.92e-01	7.65e-02	1.7911665	-5.02386	0.35228244	LOC101930075///PKD1	polycystin-1-like///polycystin 1, transient receptor potential channel interacting
205306_x_at	2.92e-01	7.66e-02	-1.7908783	-5.02435	-0.29776947	KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)
219406_at	2.92e-01	7.66e-02	1.7908675	-5.02437	0.21778005	C1orf50	chromosome 1 open reading frame 50
218864_at	2.92e-01	7.66e-02	1.7908281	-5.02444	0.24156702	TNS1	tensin 1
215797_at	2.92e-01	7.66e-02	1.7907506	-5.02457	0.27359718	TRAV8-3	T cell receptor alpha variable 8-3
212815_at	2.92e-01	7.66e-02	-1.7906278	-5.02478	-0.36637645	ASCC3	activating signal cointegrator 1 complex subunit 3
210586_x_at	2.92e-01	7.66e-02	1.7906117	-5.02481	0.21489544	RHD	Rh blood group D antigen
217105_at	2.92e-01	7.66e-02	1.7905652	-5.02489	0.3054277		
217185_s_at	2.92e-01	7.66e-02	1.7904959	-5.02501	0.29265094	ZNF259P1///ZPR1	zinc finger protein 259 pseudogene 1///ZPR1 zinc finger
200689_x_at	2.92e-01	7.66e-02	-1.7904481	-5.02509	-0.39443447	MIR3654///EEF1G	microRNA 3654///eukaryotic translation elongation factor 1 gamma
217973_at	2.92e-01	7.67e-02	1.7902893	-5.02537	0.19511295	DCXR	dicarbonyl and L-xylulose reductase
214000_s_at	2.92e-01	7.67e-02	1.7902214	-5.02548	0.24657763	RGS10	regulator of G-protein signaling 10
211478_s_at	2.92e-01	7.67e-02	1.7900084	-5.02585	0.33435965	DPP4	dipeptidyl peptidase 4
209733_at	2.92e-01	7.67e-02	1.7899743	-5.02591	0.40253705	MID2	midline 2
207799_x_at	2.92e-01	7.68e-02	1.7898214	-5.02617	0.28362231	ARMCX4	armadillo repeat containing, X-linked 4
219723_x_at	2.92e-01	7.68e-02	1.7896127	-5.02653	0.23658488	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3
203234_at	2.92e-01	7.68e-02	1.7894413	-5.02682	0.25156925	UPP1	uridine phosphorylase 1
202518_at	2.92e-01	7.68e-02	-1.7893491	-5.02698	-0.26824172	BCL7B	BCL tumor suppressor 7B
214855_s_at	2.93e-01	7.69e-02	-1.7891578	-5.02731	-0.31726941	RALGAPA1///RALGAPA1P1	Ral GTPase activating protein catalytic alpha subunit 1///Ral GTPase activating protein catalytic alpha subunit 1 pseudogene 1
210763_x_at	2.93e-01	7.69e-02	1.7890892	-5.02742	0.35494474	NCR3	natural cytotoxicity triggering receptor 3
204915_s_at	2.93e-01	7.69e-02	-1.7889993	-5.02758	-0.33218611	SOX11	SRY-box 11
216551_x_at	2.93e-01	7.69e-02	1.7889263	-5.0277	0.26462935	PLCG1	phospholipase C gamma 1
213766_x_at	2.93e-01	7.69e-02	1.788903	-5.02774	0.20708434	GNA11	G protein subunit alpha 11
221643_s_at	2.93e-01	7.69e-02	1.788804	-5.02791	0.37022662	RERE	arginine-glutamic acid dipeptide repeats
211684_s_at	2.93e-01	7.70e-02	1.7885911	-5.02828	0.20892575	DYNC1I2	dynein cytoplasmic 1 intermediate chain 2
209221_s_at	2.93e-01	7.70e-02	1.7884821	-5.02846	0.22393196	OSBPL2	oxysterol binding protein like 2
208546_x_at	2.93e-01	7.70e-02	-1.78822	-5.02891	-0.28574582	HIST1H2BH	histone cluster 1, H2bh
213148_at	2.93e-01	7.70e-02	1.7881373	-5.02906	0.22467964	C2orf72	chromosome 2 open reading frame 72
208276_at	2.93e-01	7.70e-02	1.7880987	-5.02912	0.27344264		
208343_s_at	2.93e-01	7.70e-02	1.7879789	-5.02933	0.36793522	NR5A2	nuclear receptor subfamily 5 group A member 2
217914_at	2.93e-01	7.71e-02	1.787766	-5.02969	0.25422192	TPCN1	two pore segment channel 1
209877_at	2.93e-01	7.71e-02	1.7877237	-5.02976	0.30488994	SNCG	synuclein gamma
206655_s_at	2.93e-01	7.72e-02	1.7873426	-5.03042	0.33322643	SEPT5-GP1BB///SEPT5///GP1BB	SEPT5-GP1BB readthrough///septin 5///glycoprotein Ib platelet beta subunit
1053_at	2.93e-01	7.72e-02	1.7872115	-5.03064	0.23852031	RFC2	replication factor C subunit 2
220478_at	2.93e-01	7.72e-02	1.7868133	-5.03132	0.28125429	APOL5	apolipoprotein L5
214683_s_at	2.93e-01	7.73e-02	-1.7867073	-5.0315	-0.46667866	CLK1	CDC like kinase 1
218146_at	2.93e-01	7.73e-02	-1.7862586	-5.03227	-0.34873339	GLT8D1	glycosyltransferase 8 domain containing 1
211429_s_at	2.94e-01	7.74e-02	-1.7859828	-5.03274	-0.34030307	SERPINA1	serpin family A member 1
204182_s_at	2.94e-01	7.74e-02	1.7858906	-5.0329	0.23218444	ZBTB43	zinc finger and BTB domain containing 43
215714_s_at	2.94e-01	7.74e-02	1.7856033	-5.03339	0.19836496	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
212025_s_at	2.94e-01	7.75e-02	1.7852658	-5.03397	0.3839219	FLII	FLII, actin remodeling protein
218417_s_at	2.94e-01	7.76e-02	1.7848822	-5.03463	0.26276528	SLC48A1	solute carrier family 48 member 1
218567_x_at	2.94e-01	7.76e-02	-1.7848724	-5.03464	-0.28416161	DPP3	dipeptidyl peptidase 3
211969_at	2.94e-01	7.76e-02	-1.7848093	-5.03475	-0.25433944	HSP90AA1	heat shock protein 90 alpha family class A member 1
208844_at	2.94e-01	7.76e-02	1.7847675	-5.03482	0.31200214	VDAC3	voltage dependent anion channel 3
207125_at	2.94e-01	7.76e-02	1.7843944	-5.03546	0.30372188	ZNF225	zinc finger protein 225
201840_at	2.94e-01	7.76e-02	1.7843478	-5.03554	0.30102788	NEDD8	neural precursor cell expressed, developmentally down-regulated 8
216655_s_at	2.94e-01	7.77e-02	-1.7842272	-5.03575	-0.24205558		
215229_at	2.95e-01	7.78e-02	1.7834384	-5.0371	0.29553996	LOC100129973	uncharacterized LOC100129973
205502_at	2.95e-01	7.78e-02	1.7833358	-5.03727	0.26478188	CYP17A1	cytochrome P450 family 17 subfamily A member 1
219447_s_at	2.95e-01	7.79e-02	-1.7830415	-5.03778	-0.34675288	SLC35C2	solute carrier family 35 member C2
206462_s_at	2.95e-01	7.79e-02	1.7829932	-5.03786	0.21690059	NTRK3	neurotrophic receptor tyrosine kinase 3
209398_at	2.95e-01	7.79e-02	-1.7825683	-5.03858	-0.34582936	HIST1H1C	histone cluster 1, H1c
221591_s_at	2.95e-01	7.79e-02	-1.7825195	-5.03867	-0.38279748	FAM64A	family with sequence similarity 64 member A
201570_at	2.95e-01	7.79e-02	1.7825104	-5.03868	0.41888937	SAMM50	SAMM50 sorting and assembly machinery component
209625_at	2.95e-01	7.80e-02	1.7823468	-5.03896	0.21366658	PIGH	phosphatidylinositol glycan anchor biosynthesis class H
220480_at	2.95e-01	7.80e-02	1.7823335	-5.03899	0.21599438	HAND2	heart and neural crest derivatives expressed 2
209667_at	2.95e-01	7.80e-02	1.7822564	-5.03912	0.24152816	CES2	carboxylesterase 2
220800_s_at	2.95e-01	7.80e-02	-1.7818889	-5.03974	-0.3052674	TMOD3	tropomodulin 3
218787_x_at	2.95e-01	7.81e-02	1.7815374	-5.04034	0.26763023	CWF19L1	CWF19-like 1, cell cycle control (S. pombe)
210984_x_at	2.95e-01	7.81e-02	1.7814289	-5.04053	0.20754437	EGFR	epidermal growth factor receptor
219904_at	2.95e-01	7.82e-02	1.7810442	-5.04119	0.20130746	ZSCAN5A	zinc finger and SCAN domain containing 5A
203961_at	2.95e-01	7.82e-02	-1.7809857	-5.04129	-0.18777801	NEBL	nebulette
206457_s_at	2.96e-01	7.82e-02	1.7807081	-5.04176	0.24547555	DIO1	deiodinase, iodothyronine type I
213192_at	2.96e-01	7.83e-02	1.7804551	-5.04219	0.38511611	THAP3	THAP domain containing 3
220117_at	2.96e-01	7.83e-02	1.7804051	-5.04228	0.32623947	ZNF385D	zinc finger protein 385D
218165_at	2.96e-01	7.84e-02	-1.7799482	-5.04306	-0.33145999	MEAF6	MYST/Esa1 associated factor 6
211016_x_at	2.96e-01	7.84e-02	-1.7799166	-5.04311	-0.31527963	HSPA4	heat shock protein family A (Hsp70) member 4
210923_at	2.96e-01	7.84e-02	1.7797693	-5.04336	0.21563977	SLC1A7	solute carrier family 1 member 7
220884_at	2.96e-01	7.85e-02	1.7793482	-5.04408	0.44716841		
219451_at	2.96e-01	7.85e-02	1.7792361	-5.04427	0.38331877	MSRB2	methionine sulfoxide reductase B2
219240_s_at	2.96e-01	7.85e-02	1.779048	-5.04459	0.2181342	C10orf88	chromosome 10 open reading frame 88
205110_s_at	2.96e-01	7.85e-02	1.7789923	-5.04469	0.42262317	FGF13	fibroblast growth factor 13
215285_s_at	2.96e-01	7.85e-02	1.7788716	-5.04489	0.19572066	PHTF1	putative homeodomain transcription factor 1
204631_at	2.96e-01	7.86e-02	1.778748	-5.0451	0.20879496	MYH2	myosin heavy chain 2
205872_x_at	2.96e-01	7.87e-02	1.778211	-5.04602	0.18924765	PDE4DIP	phosphodiesterase 4D interacting protein
213947_s_at	2.97e-01	7.87e-02	-1.7780616	-5.04628	-0.28705976	NUP210	nucleoporin 210
214534_at	2.97e-01	7.87e-02	1.7779185	-5.04652	0.30975501	HIST1H1B	histone cluster 1, H1b
220026_at	2.97e-01	7.87e-02	1.7776433	-5.04699	0.37932433	CLCA4	chloride channel accessory 4
210064_s_at	2.97e-01	7.88e-02	1.7773155	-5.04755	0.17940954	UPK1B	uroplakin 1B
201226_at	2.97e-01	7.88e-02	1.7771707	-5.04779	0.28711076	NDUFB8	NADH:ubiquinone oxidoreductase subunit B8
206297_at	2.97e-01	7.89e-02	1.7769136	-5.04823	0.25506078	CTRC	chymotrypsin C
211739_x_at	2.97e-01	7.89e-02	1.7766933	-5.04861	0.1941981	GH1///CSHL1///CSH2///CSH1	growth hormone 1///chorionic somatomammotropin hormone like 1///chorionic somatomammotropin hormone 2///chorionic somatomammotropin hormone 1
209920_at	2.97e-01	7.89e-02	1.7765319	-5.04888	0.28962149	BMPR2	bone morphogenetic protein receptor type 2
215005_at	2.97e-01	7.90e-02	1.7762947	-5.04929	0.24257377	NECAB2	N-terminal EF-hand calcium binding protein 2
216113_at	2.97e-01	7.90e-02	1.7762894	-5.04929	0.2042805	ABI2	abl-interactor 2
209125_at	2.97e-01	7.90e-02	1.7761978	-5.04945	0.27412418	KRT6A	keratin 6A
217830_s_at	2.97e-01	7.90e-02	1.7761195	-5.04958	0.20252705	NSFL1C	NSFL1 cofactor
202968_s_at	2.97e-01	7.90e-02	1.7761049	-5.04961	0.27593335	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2
214157_at	2.97e-01	7.90e-02	1.776072	-5.04966	0.3466433	GNAS	GNAS complex locus
205696_s_at	2.97e-01	7.90e-02	-1.7760698	-5.04967	-0.27922161	GFRA1	GDNF family receptor alpha 1
221302_at	2.97e-01	7.90e-02	1.776041	-5.04972	0.33825187	KLF15	Kruppel like factor 15
208582_s_at	2.97e-01	7.90e-02	-1.7758738	-5.05	-0.2479278	DUX1///DUX3///DUX5	double homeobox 1///double homeobox 3///double homeobox 5
220389_at	2.97e-01	7.91e-02	1.7757854	-5.05015	0.30989388	CCDC81	coiled-coil domain containing 81
220284_at	2.97e-01	7.91e-02	1.7754386	-5.05074	0.36261497	DKKL1	dickkopf like acrosomal protein 1
209866_s_at	2.97e-01	7.91e-02	1.7753123	-5.05096	0.31917713	ADGRL3	adhesion G protein-coupled receptor L3
207292_s_at	2.97e-01	7.91e-02	1.7752096	-5.05113	0.22541386	MAPK7	mitogen-activated protein kinase 7
211717_at	2.97e-01	7.92e-02	1.7751246	-5.05128	0.19411992	ANKRD40	ankyrin repeat domain 40
203211_s_at	2.97e-01	7.92e-02	1.7749466	-5.05158	0.35070588	MTMR2	myotubularin related protein 2
212514_x_at	2.97e-01	7.92e-02	-1.7749221	-5.05162	-0.29194957	DDX3X	DEAD-box helicase 3, X-linked
219551_at	2.97e-01	7.92e-02	1.7748633	-5.05172	0.20852105	EAF2	ELL associated factor 2
219021_at	2.97e-01	7.93e-02	1.7745959	-5.05218	0.30275272	RNF121	ring finger protein 121
218543_s_at	2.97e-01	7.93e-02	-1.7745871	-5.05219	-0.22901337	PARP12	poly(ADP-ribose) polymerase family member 12
212360_at	2.97e-01	7.93e-02	-1.7745643	-5.05223	-0.33751074	AMPD2	adenosine monophosphate deaminase 2
216376_x_at	2.97e-01	7.93e-02	1.774494	-5.05235	0.39870547		
220829_s_at	2.97e-01	7.93e-02	1.7743712	-5.05256	0.18712732	B3GALT1	beta-1,3-galactosyltransferase 1
211796_s_at	2.97e-01	7.93e-02	-1.7743008	-5.05268	-0.28641208	TRBC1	T cell receptor beta constant 1
217506_at	2.97e-01	7.93e-02	1.7742278	-5.0528	0.34338596		
216811_at	2.97e-01	7.93e-02	1.7741941	-5.05286	0.2432139		
208893_s_at	2.97e-01	7.93e-02	1.7741573	-5.05292	0.27091949	DUSP6	dual specificity phosphatase 6
214870_x_at	2.97e-01	7.93e-02	1.7741471	-5.05294	0.25123819	LOC102724993///LOC101930075///NPIPA8///NPIPA7///NPIPA5///NPIPA2///NPIPA3///PKD1P1///NPIPA1	nuclear pore complex-interacting protein family member A7-like///polycystin-1-like///nuclear pore complex interacting protein family member A8///nuclear pore complex interacting protein family member A7///nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member A2///nuclear pore complex interacting protein family member A3///polycystin 1, transient receptor potential channel interacting pseudogene 1///nuclear pore complex interacting protein family member A1
203248_at	2.98e-01	7.95e-02	1.7731382	-5.05466	0.234195	ZNF24	zinc finger protein 24
220017_x_at	2.98e-01	7.95e-02	1.7730453	-5.05481	0.19658064	CYP2C9	cytochrome P450 family 2 subfamily C member 9
201800_s_at	2.98e-01	7.95e-02	1.773005	-5.05488	0.26966448	OSBP	oxysterol binding protein
220698_at	2.98e-01	7.95e-02	1.7729629	-5.05495	0.25642684	LOC79160	uncharacterized LOC79160
217557_s_at	2.98e-01	7.95e-02	1.7729284	-5.05501	0.28956568	CPM	carboxypeptidase M
216116_at	2.98e-01	7.95e-02	1.7728296	-5.05518	0.20962372	CELSR3-AS1	CELSR3 antisense RNA 1 (head to head)
204715_at	2.98e-01	7.95e-02	-1.7728174	-5.0552	-0.27915488	PANX1	pannexin 1
204780_s_at	2.98e-01	7.96e-02	-1.772689	-5.05542	-0.3451018	FAS	Fas cell surface death receptor
212193_s_at	2.98e-01	7.96e-02	1.7726688	-5.05545	0.43132508	LARP1	La ribonucleoprotein domain family member 1
210008_s_at	2.98e-01	7.96e-02	-1.7726355	-5.05551	-0.39629991	MRPS12	mitochondrial ribosomal protein S12
211772_x_at	2.98e-01	7.96e-02	1.7726005	-5.05557	0.24098724	CHRNA3	cholinergic receptor nicotinic alpha 3 subunit
222157_s_at	2.98e-01	7.96e-02	1.7724499	-5.05583	0.28790424	WDR48	WD repeat domain 48
209716_at	2.98e-01	7.96e-02	1.7723095	-5.05606	0.25398753	CSF1	colony stimulating factor 1
206586_at	2.98e-01	7.97e-02	1.7718495	-5.05685	0.19782791	CNR2	cannabinoid receptor 2
61732_r_at	2.98e-01	7.98e-02	-1.7715701	-5.05732	-0.36796376	IFT74	intraflagellar transport 74
215715_at	2.98e-01	7.98e-02	1.7715548	-5.05735	0.22899995	SLC6A2	solute carrier family 6 member 2
207377_at	2.98e-01	7.98e-02	1.7713146	-5.05776	0.20373468	PPP1R2P9	protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 9
209014_at	2.98e-01	7.98e-02	-1.7711648	-5.05801	-0.28080365	MAGED1	MAGE family member D1
209414_at	2.98e-01	7.98e-02	1.7711145	-5.0581	0.34936367	FZR1	fizzy/cell division cycle 20 related 1
214231_s_at	2.98e-01	7.99e-02	1.7709921	-5.0583	0.34220317	VWA8	von Willebrand factor A domain containing 8
218083_at	2.98e-01	7.99e-02	-1.7706342	-5.05891	-0.26746234	PTGES2	prostaglandin E synthase 2
214290_s_at	2.99e-01	8.00e-02	-1.7701328	-5.05976	-0.36166387	HIST2H2AA4///HIST2H2AA3	histone cluster 2, H2aa4///histone cluster 2, H2aa3
204480_s_at	2.99e-01	8.00e-02	1.7701089	-5.0598	0.18103272	C9orf16	chromosome 9 open reading frame 16
200822_x_at	2.99e-01	8.00e-02	-1.769989	-5.06001	-0.23102318	TPI1	triosephosphate isomerase 1
208541_x_at	2.99e-01	8.01e-02	-1.769789	-5.06035	-0.43366541	TFAM	transcription factor A, mitochondrial
201329_s_at	2.99e-01	8.01e-02	1.7697457	-5.06042	0.29543919	ETS2	ETS proto-oncogene 2, transcription factor
214824_at	2.99e-01	8.01e-02	1.7694227	-5.06097	0.20020283		
206639_x_at	2.99e-01	8.01e-02	1.7693452	-5.0611	0.34475456	HTN1	histatin 1
213516_at	2.99e-01	8.02e-02	1.7690693	-5.06157	0.25462536	AKAP13	A-kinase anchoring protein 13
